item_points,item,team,role,opponent,score
0,Magnetic Disintegrator,Vitality.Bee,support,BDS Academy,12
0,Meteorites,Vitality.Bee,support,BDS Academy,12
0,Obsidian Battle Plate,Vitality.Bee,support,BDS Academy,12
11,Omnipresent Amulet,Vitality.Bee,support,BDS Academy,12
0,Omnipresent Spirit,Vitality.Bee,support,BDS Academy,12
0,Perfect Scythe,Vitality.Bee,support,BDS Academy,12
0,Precise Hammer,Vitality.Bee,support,BDS Academy,12
0,Rampage Momentum,Vitality.Bee,support,BDS Academy,12
0,Rock Tomb,Vitality.Bee,support,BDS Academy,12
0,Sacred Help,Vitality.Bee,support,BDS Academy,12
0,Savage Looter,Vitality.Bee,support,BDS Academy,12
1,Scythe,Vitality.Bee,support,BDS Academy,12
0,Secret Scroll,Vitality.Bee,support,BDS Academy,12
0,Sharp Blade,Vitality.Bee,support,BDS Academy,12
0,Siege Mace,Vitality.Bee,support,BDS Academy,12
0,Soul Hunter,Vitality.Bee,support,BDS Academy,12
18,Spirit of the Squire,Vitality.Bee,support,BDS Academy,12
0,Spirit of the Warrior,Vitality.Bee,support,BDS Academy,12
0,Staff of Conquered Worlds,Vitality.Bee,support,BDS Academy,12
0,Steel Aura,Vitality.Bee,support,BDS Academy,12
0,Swords of Darkness,Vitality.Bee,support,BDS Academy,12
0,The Puppeteer,Vitality.Bee,support,BDS Academy,12
0,The Stalker,Vitality.Bee,support,BDS Academy,12
0,The Visionary,Vitality.Bee,support,BDS Academy,12
0,Thirsty Dagger,Vitality.Bee,support,BDS Academy,12
0,Thirsty Scythes,Vitality.Bee,support,BDS Academy,12
0,Treasurer's Wisdom,Vitality.Bee,support,BDS Academy,12
0,Trimeteor,Vitality.Bee,support,BDS Academy,12
0,Unstoppable Lightning,Vitality.Bee,support,BDS Academy,12
0,Versatil Saber,Vitality.Bee,support,BDS Academy,12
0,Wild Claw,Vitality.Bee,support,BDS Academy,12
0,Wild Spirit,Vitality.Bee,support,BDS Academy,12
0,Baron' s Mask,Vitality.Bee,coach,BDS Academy,21
0,Big Worm Hunter,Vitality.Bee,coach,BDS Academy,21
0,Conquest Hammer,Vitality.Bee,coach,BDS Academy,21
12,Destroyer Hammer,Vitality.Bee,coach,BDS Academy,21
0,Elemental Dragon Soul,Vitality.Bee,coach,BDS Academy,21
16,Eye of the Void,Vitality.Bee,coach,BDS Academy,21
8,First Line,Vitality.Bee,coach,BDS Academy,21
0,Golden Force,Vitality.Bee,coach,BDS Academy,21
0,Killer Momentum,Vitality.Bee,coach,BDS Academy,21
12,Light Swords,Vitality.Bee,coach,BDS Academy,21
0,Magic Scales,Vitality.Bee,coach,BDS Academy,21
17,Royal Protector,Vitality.Bee,coach,BDS Academy,21
10,Scale Tearer,Vitality.Bee,coach,BDS Academy,21
8,Seal of Desecration,Vitality.Bee,coach,BDS Academy,21
20,Spirit of the Rift,Vitality.Bee,coach,BDS Academy,21
15,Underworld Guardian,Vitality.Bee,coach,BDS Academy,21
0,Arcane Adrenaline,Solary,top,LDLC OL,14
12,Arcane Explosive,Solary,top,LDLC OL,14
0,Beast Hunter,Solary,top,LDLC OL,14
18,Being of Light,Solary,top,LDLC OL,14
14,Berseker Ax,Solary,top,LDLC OL,14
0,Collecting Hammer,Solary,top,LDLC OL,14
11,Colossal Mace,Solary,top,LDLC OL,14
0,Conquering Staff,Solary,top,LDLC OL,14
0,Crown of the Dwarf King,Solary,top,LDLC OL,14
0,Dance of Death,Solary,top,LDLC OL,14
0,Death Helper,Solary,top,LDLC OL,14
17,Demon Claws,Solary,top,LDLC OL,14
25,Divine Ascent,Solary,top,LDLC OL,14
0,,Solary,top,LDLC OL,14
0,Elemental Discharge,Solary,top,LDLC OL,14
18,Equivalent Totem,Solary,top,LDLC OL,14
16,Fast Furious Blade,Solary,top,LDLC OL,14
0,Final Asteroid,Solary,top,LDLC OL,14
7,Guardian Totem,Solary,top,LDLC OL,14
8,Hawk's Eye,Solary,top,LDLC OL,14
0,Heavenly Vision,Solary,top,LDLC OL,14
0,Holy Sword,Solary,top,LDLC OL,14
19,Huntress of Souls,Solary,top,LDLC OL,14
0,Immortal Breastplate,Solary,top,LDLC OL,14
0,Imperious Gauntlet,Solary,top,LDLC OL,14
12,Incapacitor,Solary,top,LDLC OL,14
0,Legend Aura,Solary,top,LDLC OL,14
0,Magnetic Disintegrator,Solary,top,LDLC OL,14
0,Meteorites,Solary,top,LDLC OL,14
0,Obsidian Battle Plate,Solary,top,LDLC OL,14
0,Omnipresent Amulet,Solary,top,LDLC OL,14
0,Omnipresent Spirit,Solary,top,LDLC OL,14
0,Perfect Scythe,Solary,top,LDLC OL,14
0,Precise Hammer,Solary,top,LDLC OL,14
0,Rampage Momentum,Solary,top,LDLC OL,14
10,Rock Tomb,Solary,top,LDLC OL,14
20,Sacred Help,Solary,top,LDLC OL,14
0,Savage Looter,Solary,top,LDLC OL,14
24,Scythe,Solary,top,LDLC OL,14
0,Secret Scroll,Solary,top,LDLC OL,14
9,Sharp Blade,Solary,top,LDLC OL,14
0,Siege Mace,Solary,top,LDLC OL,14
0,Soul Hunter,Solary,top,LDLC OL,14
6,Spirit of the Squire,Solary,top,LDLC OL,14
0,Spirit of the Warrior,Solary,top,LDLC OL,14
0,Staff of Conquered Worlds,Solary,top,LDLC OL,14
0,Steel Aura,Solary,top,LDLC OL,14
17,Swords of Darkness,Solary,top,LDLC OL,14
0,The Puppeteer,Solary,top,LDLC OL,14
0,The Stalker,Solary,top,LDLC OL,14
0,The Visionary,Solary,top,LDLC OL,14
0,Thirsty Dagger,Solary,top,LDLC OL,14
25,Thirsty Scythes,Solary,top,LDLC OL,14
17,Treasurer's Wisdom,Solary,top,LDLC OL,14
0,Trimeteor,Solary,top,LDLC OL,14
0,Unstoppable Lightning,Solary,top,LDLC OL,14
0,Versatil Saber,Solary,top,LDLC OL,14
5,Wild Claw,Solary,top,LDLC OL,14
0,Wild Spirit,Solary,top,LDLC OL,14
0,Arcane Adrenaline,Solary,jungle,LDLC OL,4
0,Arcane Explosive,Solary,jungle,LDLC OL,4
18,Beast Hunter,Solary,jungle,LDLC OL,4
0,Being of Light,Solary,jungle,LDLC OL,4
0,Berseker Ax,Solary,jungle,LDLC OL,4
6,Collecting Hammer,Solary,jungle,LDLC OL,4
0,Colossal Mace,Solary,jungle,LDLC OL,4
24,Conquering Staff,Solary,jungle,LDLC OL,4
0,Crown of the Dwarf King,Solary,jungle,LDLC OL,4
0,Dance of Death,Solary,jungle,LDLC OL,4
10,Death Helper,Solary,jungle,LDLC OL,4
0,Demon Claws,Solary,jungle,LDLC OL,4
0,Divine Ascent,Solary,jungle,LDLC OL,4
0,,Solary,jungle,LDLC OL,4
18,Elemental Discharge,Solary,jungle,LDLC OL,4
16,Equivalent Totem,Solary,jungle,LDLC OL,4
0,Fast Furious Blade,Solary,jungle,LDLC OL,4
0,Final Asteroid,Solary,jungle,LDLC OL,4
6,Guardian Totem,Solary,jungle,LDLC OL,4
8,Hawk's Eye,Solary,jungle,LDLC OL,4
0,Heavenly Vision,Solary,jungle,LDLC OL,4
0,Holy Sword,Solary,jungle,LDLC OL,4
0,Huntress of Souls,Solary,jungle,LDLC OL,4
0,Immortal Breastplate,Solary,jungle,LDLC OL,4
0,Imperious Gauntlet,Solary,jungle,LDLC OL,4
15,Incapacitor,Solary,jungle,LDLC OL,4
0,Legend Aura,Solary,jungle,LDLC OL,4
0,Magnetic Disintegrator,Solary,jungle,LDLC OL,4
0,Meteorites,Solary,jungle,LDLC OL,4
0,Obsidian Battle Plate,Solary,jungle,LDLC OL,4
0,Omnipresent Amulet,Solary,jungle,LDLC OL,4
18,Omnipresent Spirit,Solary,jungle,LDLC OL,4
0,Perfect Scythe,Solary,jungle,LDLC OL,4
0,Precise Hammer,Solary,jungle,LDLC OL,4
0,Rampage Momentum,Solary,jungle,LDLC OL,4
10,Rock Tomb,Solary,jungle,LDLC OL,4
20,Sacred Help,Solary,jungle,LDLC OL,4
0,Savage Looter,Solary,jungle,LDLC OL,4
10,Scythe,Solary,jungle,LDLC OL,4
0,Secret Scroll,Solary,jungle,LDLC OL,4
0,Sharp Blade,Solary,jungle,LDLC OL,4
0,Siege Mace,Solary,jungle,LDLC OL,4
0,Soul Hunter,Solary,jungle,LDLC OL,4
12,Spirit of the Squire,Solary,jungle,LDLC OL,4
0,Spirit of the Warrior,Solary,jungle,LDLC OL,4
0,Staff of Conquered Worlds,Solary,jungle,LDLC OL,4
18,Steel Aura,Solary,jungle,LDLC OL,4
0,Swords of Darkness,Solary,jungle,LDLC OL,4
0,The Puppeteer,Solary,jungle,LDLC OL,4
0,The Stalker,Solary,jungle,LDLC OL,4
0,The Visionary,Solary,jungle,LDLC OL,4
0,Thirsty Dagger,Solary,jungle,LDLC OL,4
0,Thirsty Scythes,Solary,jungle,LDLC OL,4
0,Treasurer's Wisdom,Solary,jungle,LDLC OL,4
0,Trimeteor,Solary,jungle,LDLC OL,4
0,Unstoppable Lightning,Solary,jungle,LDLC OL,4
0,Versatil Saber,Solary,jungle,LDLC OL,4
18,Wild Claw,Solary,jungle,LDLC OL,4
10,Wild Spirit,Solary,jungle,LDLC OL,4
0,Arcane Adrenaline,Solary,mid,LDLC OL,13
0,Arcane Explosive,Solary,mid,LDLC OL,13
0,Beast Hunter,Solary,mid,LDLC OL,13
0,Being of Light,Solary,mid,LDLC OL,13
14,Berseker Ax,Solary,mid,LDLC OL,13
0,Collecting Hammer,Solary,mid,LDLC OL,13
0,Colossal Mace,Solary,mid,LDLC OL,13
0,Conquering Staff,Solary,mid,LDLC OL,13
0,Crown of the Dwarf King,Solary,mid,LDLC OL,13
0,Dance of Death,Solary,mid,LDLC OL,13
0,Death Helper,Solary,mid,LDLC OL,13
0,Demon Claws,Solary,mid,LDLC OL,13
25,Divine Ascent,Solary,mid,LDLC OL,13
0,,Solary,mid,LDLC OL,13
0,Elemental Discharge,Solary,mid,LDLC OL,13
18,Equivalent Totem,Solary,mid,LDLC OL,13
0,Fast Furious Blade,Solary,mid,LDLC OL,13
0,Final Asteroid,Solary,mid,LDLC OL,13
5,Guardian Totem,Solary,mid,LDLC OL,13
8,Hawk's Eye,Solary,mid,LDLC OL,13
0,Heavenly Vision,Solary,mid,LDLC OL,13
0,Holy Sword,Solary,mid,LDLC OL,13
0,Huntress of Souls,Solary,mid,LDLC OL,13
0,Immortal Breastplate,Solary,mid,LDLC OL,13
0,Imperious Gauntlet,Solary,mid,LDLC OL,13
12,Incapacitor,Solary,mid,LDLC OL,13
0,Legend Aura,Solary,mid,LDLC OL,13
0,Magnetic Disintegrator,Solary,mid,LDLC OL,13
0,Meteorites,Solary,mid,LDLC OL,13
0,Obsidian Battle Plate,Solary,mid,LDLC OL,13
0,Omnipresent Amulet,Solary,mid,LDLC OL,13
18,Omnipresent Spirit,Solary,mid,LDLC OL,13
15,Perfect Scythe,Solary,mid,LDLC OL,13
0,Precise Hammer,Solary,mid,LDLC OL,13
0,Rampage Momentum,Solary,mid,LDLC OL,13
10,Rock Tomb,Solary,mid,LDLC OL,13
0,Sacred Help,Solary,mid,LDLC OL,13
0,Savage Looter,Solary,mid,LDLC OL,13
21,Scythe,Solary,mid,LDLC OL,13
0,Secret Scroll,Solary,mid,LDLC OL,13
9,Sharp Blade,Solary,mid,LDLC OL,13
0,Siege Mace,Solary,mid,LDLC OL,13
0,Soul Hunter,Solary,mid,LDLC OL,13
6,Spirit of the Squire,Solary,mid,LDLC OL,13
0,Spirit of the Warrior,Solary,mid,LDLC OL,13
0,Staff of Conquered Worlds,Solary,mid,LDLC OL,13
0,Steel Aura,Solary,mid,LDLC OL,13
17,Swords of Darkness,Solary,mid,LDLC OL,13
0,The Puppeteer,Solary,mid,LDLC OL,13
0,The Stalker,Solary,mid,LDLC OL,13
0,The Visionary,Solary,mid,LDLC OL,13
0,Thirsty Dagger,Solary,mid,LDLC OL,13
25,Thirsty Scythes,Solary,mid,LDLC OL,13
17,Treasurer's Wisdom,Solary,mid,LDLC OL,13
0,Trimeteor,Solary,mid,LDLC OL,13
0,Unstoppable Lightning,Solary,mid,LDLC OL,13
0,Versatil Saber,Solary,mid,LDLC OL,13
4,Wild Claw,Solary,mid,LDLC OL,13
0,Wild Spirit,Solary,mid,LDLC OL,13
0,Arcane Adrenaline,Solary,bot,LDLC OL,16
0,Arcane Explosive,Solary,bot,LDLC OL,16
0,Beast Hunter,Solary,bot,LDLC OL,16
0,Being of Light,Solary,bot,LDLC OL,16
14,Berseker Ax,Solary,bot,LDLC OL,16
0,Collecting Hammer,Solary,bot,LDLC OL,16
0,Colossal Mace,Solary,bot,LDLC OL,16
0,Conquering Staff,Solary,bot,LDLC OL,16
0,Crown of the Dwarf King,Solary,bot,LDLC OL,16
0,Dance of Death,Solary,bot,LDLC OL,16
0,Death Helper,Solary,bot,LDLC OL,16
0,Demon Claws,Solary,bot,LDLC OL,16
25,Divine Ascent,Solary,bot,LDLC OL,16
0,,Solary,bot,LDLC OL,16
0,Elemental Discharge,Solary,bot,LDLC OL,16
18,Equivalent Totem,Solary,bot,LDLC OL,16
16,Fast Furious Blade,Solary,bot,LDLC OL,16
0,Final Asteroid,Solary,bot,LDLC OL,16
3,Guardian Totem,Solary,bot,LDLC OL,16
0,Hawk's Eye,Solary,bot,LDLC OL,16
0,Heavenly Vision,Solary,bot,LDLC OL,16
0,Holy Sword,Solary,bot,LDLC OL,16
0,Huntress of Souls,Solary,bot,LDLC OL,16
0,Immortal Breastplate,Solary,bot,LDLC OL,16
0,Imperious Gauntlet,Solary,bot,LDLC OL,16
12,Incapacitor,Solary,bot,LDLC OL,16
0,Legend Aura,Solary,bot,LDLC OL,16
0,Magnetic Disintegrator,Solary,bot,LDLC OL,16
0,Meteorites,Solary,bot,LDLC OL,16
20,Obsidian Battle Plate,Solary,bot,LDLC OL,16
0,Omnipresent Amulet,Solary,bot,LDLC OL,16
18,Omnipresent Spirit,Solary,bot,LDLC OL,16
0,Perfect Scythe,Solary,bot,LDLC OL,16
0,Precise Hammer,Solary,bot,LDLC OL,16
0,Rampage Momentum,Solary,bot,LDLC OL,16
10,Rock Tomb,Solary,bot,LDLC OL,16
0,Sacred Help,Solary,bot,LDLC OL,16
20,Savage Looter,Solary,bot,LDLC OL,16
23,Scythe,Solary,bot,LDLC OL,16
18,Secret Scroll,Solary,bot,LDLC OL,16
6,Sharp Blade,Solary,bot,LDLC OL,16
0,Siege Mace,Solary,bot,LDLC OL,16
0,Soul Hunter,Solary,bot,LDLC OL,16
9,Spirit of the Squire,Solary,bot,LDLC OL,16
0,Spirit of the Warrior,Solary,bot,LDLC OL,16
0,Staff of Conquered Worlds,Solary,bot,LDLC OL,16
0,Steel Aura,Solary,bot,LDLC OL,16
0,Swords of Darkness,Solary,bot,LDLC OL,16
0,The Puppeteer,Solary,bot,LDLC OL,16
0,The Stalker,Solary,bot,LDLC OL,16
0,The Visionary,Solary,bot,LDLC OL,16
0,Thirsty Dagger,Solary,bot,LDLC OL,16
25,Thirsty Scythes,Solary,bot,LDLC OL,16
17,Treasurer's Wisdom,Solary,bot,LDLC OL,16
0,Trimeteor,Solary,bot,LDLC OL,16
0,Unstoppable Lightning,Solary,bot,LDLC OL,16
0,Versatil Saber,Solary,bot,LDLC OL,16
8,Wild Claw,Solary,bot,LDLC OL,16
0,Wild Spirit,Solary,bot,LDLC OL,16
0,Arcane Adrenaline,Solary,support,LDLC OL,9
0,Arcane Explosive,Solary,support,LDLC OL,9
0,Beast Hunter,Solary,support,LDLC OL,9
0,Being of Light,Solary,support,LDLC OL,9
0,Berseker Ax,Solary,support,LDLC OL,9
0,Collecting Hammer,Solary,support,LDLC OL,9
0,Colossal Mace,Solary,support,LDLC OL,9
0,Conquering Staff,Solary,support,LDLC OL,9
0,Crown of the Dwarf King,Solary,support,LDLC OL,9
0,Dance of Death,Solary,support,LDLC OL,9
0,Death Helper,Solary,support,LDLC OL,9
0,Demon Claws,Solary,support,LDLC OL,9
0,Divine Ascent,Solary,support,LDLC OL,9
0,,Solary,support,LDLC OL,9
0,Elemental Discharge,Solary,support,LDLC OL,9
14,Equivalent Totem,Solary,support,LDLC OL,9
0,Fast Furious Blade,Solary,support,LDLC OL,9
0,Final Asteroid,Solary,support,LDLC OL,9
29,Guardian Totem,Solary,support,LDLC OL,9
8,Hawk's Eye,Solary,support,LDLC OL,9
22,Heavenly Vision,Solary,support,LDLC OL,9
0,Holy Sword,Solary,support,LDLC OL,9
0,Huntress of Souls,Solary,support,LDLC OL,9
14,Immortal Breastplate,Solary,support,LDLC OL,9
0,Imperious Gauntlet,Solary,support,LDLC OL,9
9,Incapacitor,Solary,support,LDLC OL,9
0,Legend Aura,Solary,support,LDLC OL,9
0,Magnetic Disintegrator,Solary,support,LDLC OL,9
0,Meteorites,Solary,support,LDLC OL,9
20,Obsidian Battle Plate,Solary,support,LDLC OL,9
0,Omnipresent Amulet,Solary,support,LDLC OL,9
0,Omnipresent Spirit,Solary,support,LDLC OL,9
0,Perfect Scythe,Solary,support,LDLC OL,9
0,Precise Hammer,Solary,support,LDLC OL,9
0,Rampage Momentum,Solary,support,LDLC OL,9
0,Rock Tomb,Solary,support,LDLC OL,9
0,Sacred Help,Solary,support,LDLC OL,9
0,Savage Looter,Solary,support,LDLC OL,9
1,Scythe,Solary,support,LDLC OL,9
0,Secret Scroll,Solary,support,LDLC OL,9
0,Sharp Blade,Solary,support,LDLC OL,9
0,Siege Mace,Solary,support,LDLC OL,9
0,Soul Hunter,Solary,support,LDLC OL,9
9,Spirit of the Squire,Solary,support,LDLC OL,9
0,Spirit of the Warrior,Solary,support,LDLC OL,9
0,Staff of Conquered Worlds,Solary,support,LDLC OL,9
0,Steel Aura,Solary,support,LDLC OL,9
0,Swords of Darkness,Solary,support,LDLC OL,9
0,The Puppeteer,Solary,support,LDLC OL,9
16,The Stalker,Solary,support,LDLC OL,9
18,The Visionary,Solary,support,LDLC OL,9
0,Thirsty Dagger,Solary,support,LDLC OL,9
0,Thirsty Scythes,Solary,support,LDLC OL,9
0,Treasurer's Wisdom,Solary,support,LDLC OL,9
0,Trimeteor,Solary,support,LDLC OL,9
0,Unstoppable Lightning,Solary,support,LDLC OL,9
11,Versatil Saber,Solary,support,LDLC OL,9
0,Wild Claw,Solary,support,LDLC OL,9
0,Wild Spirit,Solary,support,LDLC OL,9
20,Baron' s Mask,Solary,coach,LDLC OL,17
26,Big Worm Hunter,Solary,coach,LDLC OL,17
0,Conquest Hammer,Solary,coach,LDLC OL,17
12,Destroyer Hammer,Solary,coach,LDLC OL,17
0,Elemental Dragon Soul,Solary,coach,LDLC OL,17
16,Eye of the Void,Solary,coach,LDLC OL,17
8,First Line,Solary,coach,LDLC OL,17
0,Golden Force,Solary,coach,LDLC OL,17
0,Killer Momentum,Solary,coach,LDLC OL,17
0,Light Swords,Solary,coach,LDLC OL,17
0,Magic Scales,Solary,coach,LDLC OL,17
0,Royal Protector,Solary,coach,LDLC OL,17
15,Scale Tearer,Solary,coach,LDLC OL,17
0,Seal of Desecration,Solary,coach,LDLC OL,17
20,Spirit of the Rift,Solary,coach,LDLC OL,17
0,Underworld Guardian,Solary,coach,LDLC OL,17
0,Arcane Adrenaline,LDLC OL,top,Solary,26
0,Arcane Explosive,LDLC OL,top,Solary,26
0,Beast Hunter,LDLC OL,top,Solary,26
0,Being of Light,LDLC OL,top,Solary,26
14,Berseker Ax,LDLC OL,top,Solary,26
0,Collecting Hammer,LDLC OL,top,Solary,26
0,Colossal Mace,LDLC OL,top,Solary,26
0,Conquering Staff,LDLC OL,top,Solary,26
0,Crown of the Dwarf King,LDLC OL,top,Solary,26
0,Dance of Death,LDLC OL,top,Solary,26
0,Death Helper,LDLC OL,top,Solary,26
0,Demon Claws,LDLC OL,top,Solary,26
25,Divine Ascent,LDLC OL,top,Solary,26
0,,LDLC OL,top,Solary,26
0,Elemental Discharge,LDLC OL,top,Solary,26
18,Equivalent Totem,LDLC OL,top,Solary,26
0,Fast Furious Blade,LDLC OL,top,Solary,26
0,Final Asteroid,LDLC OL,top,Solary,26
6,Guardian Totem,LDLC OL,top,Solary,26
8,Hawk's Eye,LDLC OL,top,Solary,26
0,Heavenly Vision,LDLC OL,top,Solary,26
0,Holy Sword,LDLC OL,top,Solary,26
0,Huntress of Souls,LDLC OL,top,Solary,26
14,Immortal Breastplate,LDLC OL,top,Solary,26
0,Imperious Gauntlet,LDLC OL,top,Solary,26
9,Incapacitor,LDLC OL,top,Solary,26
0,Legend Aura,LDLC OL,top,Solary,26
0,Magnetic Disintegrator,LDLC OL,top,Solary,26
0,Meteorites,LDLC OL,top,Solary,26
20,Obsidian Battle Plate,LDLC OL,top,Solary,26
0,Omnipresent Amulet,LDLC OL,top,Solary,26
0,Omnipresent Spirit,LDLC OL,top,Solary,26
0,Perfect Scythe,LDLC OL,top,Solary,26
0,Precise Hammer,LDLC OL,top,Solary,26
0,Rampage Momentum,LDLC OL,top,Solary,26
0,Rock Tomb,LDLC OL,top,Solary,26
20,Sacred Help,LDLC OL,top,Solary,26
0,Savage Looter,LDLC OL,top,Solary,26
20,Scythe,LDLC OL,top,Solary,26
0,Secret Scroll,LDLC OL,top,Solary,26
9,Sharp Blade,LDLC OL,top,Solary,26
0,Siege Mace,LDLC OL,top,Solary,26
15,Soul Hunter,LDLC OL,top,Solary,26
9,Spirit of the Squire,LDLC OL,top,Solary,26
0,Spirit of the Warrior,LDLC OL,top,Solary,26
0,Staff of Conquered Worlds,LDLC OL,top,Solary,26
0,Steel Aura,LDLC OL,top,Solary,26
0,Swords of Darkness,LDLC OL,top,Solary,26
20,The Puppeteer,LDLC OL,top,Solary,26
0,The Stalker,LDLC OL,top,Solary,26
0,The Visionary,LDLC OL,top,Solary,26
0,Thirsty Dagger,LDLC OL,top,Solary,26
25,Thirsty Scythes,LDLC OL,top,Solary,26
17,Treasurer's Wisdom,LDLC OL,top,Solary,26
0,Trimeteor,LDLC OL,top,Solary,26
0,Unstoppable Lightning,LDLC OL,top,Solary,26
11,Versatil Saber,LDLC OL,top,Solary,26
1,Wild Claw,LDLC OL,top,Solary,26
0,Wild Spirit,LDLC OL,top,Solary,26
0,Arcane Adrenaline,LDLC OL,jungle,Solary,19
0,Arcane Explosive,LDLC OL,jungle,Solary,19
0,Beast Hunter,LDLC OL,jungle,Solary,19
0,Being of Light,LDLC OL,jungle,Solary,19
0,Berseker Ax,LDLC OL,jungle,Solary,19
0,Collecting Hammer,LDLC OL,jungle,Solary,19
0,Colossal Mace,LDLC OL,jungle,Solary,19
24,Conquering Staff,LDLC OL,jungle,Solary,19
0,Crown of the Dwarf King,LDLC OL,jungle,Solary,19
0,Dance of Death,LDLC OL,jungle,Solary,19
10,Death Helper,LDLC OL,jungle,Solary,19
0,Demon Claws,LDLC OL,jungle,Solary,19
0,Divine Ascent,LDLC OL,jungle,Solary,19
0,,LDLC OL,jungle,Solary,19
0,Elemental Discharge,LDLC OL,jungle,Solary,19
17,Equivalent Totem,LDLC OL,jungle,Solary,19
0,Fast Furious Blade,LDLC OL,jungle,Solary,19
0,Final Asteroid,LDLC OL,jungle,Solary,19
5,Guardian Totem,LDLC OL,jungle,Solary,19
8,Hawk's Eye,LDLC OL,jungle,Solary,19
0,Heavenly Vision,LDLC OL,jungle,Solary,19
0,Holy Sword,LDLC OL,jungle,Solary,19
0,Huntress of Souls,LDLC OL,jungle,Solary,19
0,Immortal Breastplate,LDLC OL,jungle,Solary,19
0,Imperious Gauntlet,LDLC OL,jungle,Solary,19
18,Incapacitor,LDLC OL,jungle,Solary,19
0,Legend Aura,LDLC OL,jungle,Solary,19
0,Magnetic Disintegrator,LDLC OL,jungle,Solary,19
0,Meteorites,LDLC OL,jungle,Solary,19
20,Obsidian Battle Plate,LDLC OL,jungle,Solary,19
0,Omnipresent Amulet,LDLC OL,jungle,Solary,19
0,Omnipresent Spirit,LDLC OL,jungle,Solary,19
0,Perfect Scythe,LDLC OL,jungle,Solary,19
0,Precise Hammer,LDLC OL,jungle,Solary,19
0,Rampage Momentum,LDLC OL,jungle,Solary,19
10,Rock Tomb,LDLC OL,jungle,Solary,19
0,Sacred Help,LDLC OL,jungle,Solary,19
0,Savage Looter,LDLC OL,jungle,Solary,19
10,Scythe,LDLC OL,jungle,Solary,19
0,Secret Scroll,LDLC OL,jungle,Solary,19
3,Sharp Blade,LDLC OL,jungle,Solary,19
0,Siege Mace,LDLC OL,jungle,Solary,19
0,Soul Hunter,LDLC OL,jungle,Solary,19
15,Spirit of the Squire,LDLC OL,jungle,Solary,19
0,Spirit of the Warrior,LDLC OL,jungle,Solary,19
11,Staff of Conquered Worlds,LDLC OL,jungle,Solary,19
0,Steel Aura,LDLC OL,jungle,Solary,19
0,Swords of Darkness,LDLC OL,jungle,Solary,19
0,The Puppeteer,LDLC OL,jungle,Solary,19
0,The Stalker,LDLC OL,jungle,Solary,19
0,The Visionary,LDLC OL,jungle,Solary,19
0,Thirsty Dagger,LDLC OL,jungle,Solary,19
0,Thirsty Scythes,LDLC OL,jungle,Solary,19
0,Treasurer's Wisdom,LDLC OL,jungle,Solary,19
0,Trimeteor,LDLC OL,jungle,Solary,19
0,Unstoppable Lightning,LDLC OL,jungle,Solary,19
0,Versatil Saber,LDLC OL,jungle,Solary,19
17,Wild Claw,LDLC OL,jungle,Solary,19
10,Wild Spirit,LDLC OL,jungle,Solary,19
16,Arcane Adrenaline,LDLC OL,mid,Solary,33
12,Arcane Explosive,LDLC OL,mid,Solary,33
0,Beast Hunter,LDLC OL,mid,Solary,33
0,Being of Light,LDLC OL,mid,Solary,33
14,Berseker Ax,LDLC OL,mid,Solary,33
0,Collecting Hammer,LDLC OL,mid,Solary,33
0,Colossal Mace,LDLC OL,mid,Solary,33
0,Conquering Staff,LDLC OL,mid,Solary,33
0,Crown of the Dwarf King,LDLC OL,mid,Solary,33
8,Dance of Death,LDLC OL,mid,Solary,33
10,Death Helper,LDLC OL,mid,Solary,33
0,Demon Claws,LDLC OL,mid,Solary,33
25,Divine Ascent,LDLC OL,mid,Solary,33
11,,LDLC OL,mid,Solary,33
0,Elemental Discharge,LDLC OL,mid,Solary,33
18,Equivalent Totem,LDLC OL,mid,Solary,33
16,Fast Furious Blade,LDLC OL,mid,Solary,33
0,Final Asteroid,LDLC OL,mid,Solary,33
4,Guardian Totem,LDLC OL,mid,Solary,33
0,Hawk's Eye,LDLC OL,mid,Solary,33
0,Heavenly Vision,LDLC OL,mid,Solary,33
0,Holy Sword,LDLC OL,mid,Solary,33
0,Huntress of Souls,LDLC OL,mid,Solary,33
14,Immortal Breastplate,LDLC OL,mid,Solary,33
30,Imperious Gauntlet,LDLC OL,mid,Solary,33
3,Incapacitor,LDLC OL,mid,Solary,33
0,Legend Aura,LDLC OL,mid,Solary,33
11,Magnetic Disintegrator,LDLC OL,mid,Solary,33
0,Meteorites,LDLC OL,mid,Solary,33
20,Obsidian Battle Plate,LDLC OL,mid,Solary,33
0,Omnipresent Amulet,LDLC OL,mid,Solary,33
0,Omnipresent Spirit,LDLC OL,mid,Solary,33
15,Perfect Scythe,LDLC OL,mid,Solary,33
0,Precise Hammer,LDLC OL,mid,Solary,33
0,Rampage Momentum,LDLC OL,mid,Solary,33
10,Rock Tomb,LDLC OL,mid,Solary,33
20,Sacred Help,LDLC OL,mid,Solary,33
0,Savage Looter,LDLC OL,mid,Solary,33
23,Scythe,LDLC OL,mid,Solary,33
0,Secret Scroll,LDLC OL,mid,Solary,33
12,Sharp Blade,LDLC OL,mid,Solary,33
0,Siege Mace,LDLC OL,mid,Solary,33
0,Soul Hunter,LDLC OL,mid,Solary,33
12,Spirit of the Squire,LDLC OL,mid,Solary,33
0,Spirit of the Warrior,LDLC OL,mid,Solary,33
