points,item,team,role,opponent
0,Huntress of Souls,KOI,mid,MAD Lions
0,Immortal Breastplate,KOI,mid,MAD Lions
0,Imperious Gauntlet,KOI,mid,MAD Lions
3,Incapacitor,KOI,mid,MAD Lions
0,Legend Aura,KOI,mid,MAD Lions
0,Magnetic Disintegrator,KOI,mid,MAD Lions
0,Meteorites,KOI,mid,MAD Lions
0,Obsidian Battle Plate,KOI,mid,MAD Lions
0,Omnipresent Amulet,KOI,mid,MAD Lions
0,Omnipresent Spirit,KOI,mid,MAD Lions
0,Perfect Scythe,KOI,mid,MAD Lions
0,Precise Hammer,KOI,mid,MAD Lions
0,Rampage Momentum,KOI,mid,MAD Lions
0,Rock Tomb,KOI,mid,MAD Lions
0,Sacred Help,KOI,mid,MAD Lions
0,Savage Looter,KOI,mid,MAD Lions
14,Scythe,KOI,mid,MAD Lions
0,Secret Scroll,KOI,mid,MAD Lions
6,Sharp Blade,KOI,mid,MAD Lions
0,Siege Mace,KOI,mid,MAD Lions
0,Soul Hunter,KOI,mid,MAD Lions
0,Spirit of the Squire,KOI,mid,MAD Lions
0,Spirit of the Warrior,KOI,mid,MAD Lions
0,Staff of Conquered Worlds,KOI,mid,MAD Lions
0,Steel Aura,KOI,mid,MAD Lions
0,Swords of Darkness,KOI,mid,MAD Lions
0,The Puppeteer,KOI,mid,MAD Lions
0,The Stalker,KOI,mid,MAD Lions
0,The Visionary,KOI,mid,MAD Lions
0,Thirsty Dagger,KOI,mid,MAD Lions
0,Thirsty Scythes,KOI,mid,MAD Lions
0,Treasurer's Wisdom,KOI,mid,MAD Lions
0,Trimeteor,KOI,mid,MAD Lions
0,Unstoppable Lightning,KOI,mid,MAD Lions
0,Versatil Saber,KOI,mid,MAD Lions
0,Wild Claw,KOI,mid,MAD Lions
0,Wild Spirit,KOI,mid,MAD Lions
0,Arcane Adrenaline,KOI,bot,MAD Lions
0,Arcane Explosive,KOI,bot,MAD Lions
0,Beast Hunter,KOI,bot,MAD Lions
0,Being of Light,KOI,bot,MAD Lions
0,Berseker Ax,KOI,bot,MAD Lions
24,Collecting Hammer,KOI,bot,MAD Lions
0,Colossal Mace,KOI,bot,MAD Lions
0,Conquering Staff,KOI,bot,MAD Lions
0,Crown of the Dwarf King,KOI,bot,MAD Lions
0,Dance of Death,KOI,bot,MAD Lions
0,Death Helper,KOI,bot,MAD Lions
17,Demon Claws,KOI,bot,MAD Lions
0,Divine Ascent,KOI,bot,MAD Lions
0,Divine Impetu,KOI,bot,MAD Lions
0,Elemental Discharge,KOI,bot,MAD Lions
15,Equivalent Totem,KOI,bot,MAD Lions
16,Fast Furious Blade,KOI,bot,MAD Lions
0,Final Asteroid,KOI,bot,MAD Lions
4,Guardian Totem,KOI,bot,MAD Lions
0,Hawk's Eye,KOI,bot,MAD Lions
0,Heavenly Vision,KOI,bot,MAD Lions
0,Holy Sword,KOI,bot,MAD Lions
19,Huntress of Souls,KOI,bot,MAD Lions
0,Immortal Breastplate,KOI,bot,MAD Lions
0,Imperious Gauntlet,KOI,bot,MAD Lions
6,Incapacitor,KOI,bot,MAD Lions
0,Legend Aura,KOI,bot,MAD Lions
0,Magnetic Disintegrator,KOI,bot,MAD Lions
0,Meteorites,KOI,bot,MAD Lions
0,Obsidian Battle Plate,KOI,bot,MAD Lions
0,Omnipresent Amulet,KOI,bot,MAD Lions
0,Omnipresent Spirit,KOI,bot,MAD Lions
0,Perfect Scythe,KOI,bot,MAD Lions
0,Precise Hammer,KOI,bot,MAD Lions
0,Rampage Momentum,KOI,bot,MAD Lions
0,Rock Tomb,KOI,bot,MAD Lions
0,Sacred Help,KOI,bot,MAD Lions
0,Savage Looter,KOI,bot,MAD Lions
17,Scythe,KOI,bot,MAD Lions
0,Secret Scroll,KOI,bot,MAD Lions
0,Sharp Blade,KOI,bot,MAD Lions
0,Siege Mace,KOI,bot,MAD Lions
0,Soul Hunter,KOI,bot,MAD Lions
0,Spirit of the Squire,KOI,bot,MAD Lions
0,Spirit of the Warrior,KOI,bot,MAD Lions
0,Staff of Conquered Worlds,KOI,bot,MAD Lions
0,Steel Aura,KOI,bot,MAD Lions
0,Swords of Darkness,KOI,bot,MAD Lions
0,The Puppeteer,KOI,bot,MAD Lions
0,The Stalker,KOI,bot,MAD Lions
0,The Visionary,KOI,bot,MAD Lions
0,Thirsty Dagger,KOI,bot,MAD Lions
25,Thirsty Scythes,KOI,bot,MAD Lions
0,Treasurer's Wisdom,KOI,bot,MAD Lions
0,Trimeteor,KOI,bot,MAD Lions
0,Unstoppable Lightning,KOI,bot,MAD Lions
0,Versatil Saber,KOI,bot,MAD Lions
1,Wild Claw,KOI,bot,MAD Lions
0,Wild Spirit,KOI,bot,MAD Lions
0,Arcane Adrenaline,KOI,support,MAD Lions
0,Arcane Explosive,KOI,support,MAD Lions
0,Beast Hunter,KOI,support,MAD Lions
18,Being of Light,KOI,support,MAD Lions
0,Berseker Ax,KOI,support,MAD Lions
18,Collecting Hammer,KOI,support,MAD Lions
0,Colossal Mace,KOI,support,MAD Lions
0,Conquering Staff,KOI,support,MAD Lions
0,Crown of the Dwarf King,KOI,support,MAD Lions
0,Dance of Death,KOI,support,MAD Lions
0,Death Helper,KOI,support,MAD Lions
0,Demon Claws,KOI,support,MAD Lions
0,Divine Ascent,KOI,support,MAD Lions
0,Divine Impetu,KOI,support,MAD Lions
0,Elemental Discharge,KOI,support,MAD Lions
13,Equivalent Totem,KOI,support,MAD Lions
0,Fast Furious Blade,KOI,support,MAD Lions
0,Final Asteroid,KOI,support,MAD Lions
12,Guardian Totem,KOI,support,MAD Lions
8,Hawk's Eye,KOI,support,MAD Lions
0,Heavenly Vision,KOI,support,MAD Lions
0,Holy Sword,KOI,support,MAD Lions
0,Huntress of Souls,KOI,support,MAD Lions
14,Immortal Breastplate,KOI,support,MAD Lions
0,Imperious Gauntlet,KOI,support,MAD Lions
3,Incapacitor,KOI,support,MAD Lions
0,Legend Aura,KOI,support,MAD Lions
0,Magnetic Disintegrator,KOI,support,MAD Lions
0,Meteorites,KOI,support,MAD Lions
20,Obsidian Battle Plate,KOI,support,MAD Lions
0,Omnipresent Amulet,KOI,support,MAD Lions
0,Omnipresent Spirit,KOI,support,MAD Lions
0,Perfect Scythe,KOI,support,MAD Lions
0,Precise Hammer,KOI,support,MAD Lions
0,Rampage Momentum,KOI,support,MAD Lions
0,Rock Tomb,KOI,support,MAD Lions
20,Sacred Help,KOI,support,MAD Lions
0,Savage Looter,KOI,support,MAD Lions
0,Scythe,KOI,support,MAD Lions
0,Secret Scroll,KOI,support,MAD Lions
3,Sharp Blade,KOI,support,MAD Lions
0,Siege Mace,KOI,support,MAD Lions
0,Soul Hunter,KOI,support,MAD Lions
0,Spirit of the Squire,KOI,support,MAD Lions
0,Spirit of the Warrior,KOI,support,MAD Lions
0,Staff of Conquered Worlds,KOI,support,MAD Lions
0,Steel Aura,KOI,support,MAD Lions
0,Swords of Darkness,KOI,support,MAD Lions
0,The Puppeteer,KOI,support,MAD Lions
16,The Stalker,KOI,support,MAD Lions
0,The Visionary,KOI,support,MAD Lions
0,Thirsty Dagger,KOI,support,MAD Lions
0,Thirsty Scythes,KOI,support,MAD Lions
0,Treasurer's Wisdom,KOI,support,MAD Lions
0,Trimeteor,KOI,support,MAD Lions
0,Unstoppable Lightning,KOI,support,MAD Lions
0,Versatil Saber,KOI,support,MAD Lions
0,Wild Claw,KOI,support,MAD Lions
0,Wild Spirit,KOI,support,MAD Lions
0,Baron' s Mask,KOI,coach,MAD Lions
0,Big Worm Hunter,KOI,coach,MAD Lions
0,Conquest Hammer,KOI,coach,MAD Lions
2,Destroyer Hammer,KOI,coach,MAD Lions
0,Elemental Dragon Soul,KOI,coach,MAD Lions
0,Eye of the Void,KOI,coach,MAD Lions
0,First Line,KOI,coach,MAD Lions
0,Golden Force,KOI,coach,MAD Lions
0,Killer Momentum,KOI,coach,MAD Lions
0,Light Swords,KOI,coach,MAD Lions
0,Magic Scales,KOI,coach,MAD Lions
0,Royal Protector,KOI,coach,MAD Lions
0,Scale Tearer,KOI,coach,MAD Lions
0,Seal of Desecration,KOI,coach,MAD Lions
0,Spirit of the Rift,KOI,coach,MAD Lions
0,Underworld Guardian,KOI,coach,MAD Lions
0,Arcane Adrenaline,MAD Lions,top,KOI
12,Arcane Explosive,MAD Lions,top,KOI
0,Beast Hunter,MAD Lions,top,KOI
0,Being of Light,MAD Lions,top,KOI
0,Berseker Ax,MAD Lions,top,KOI
0,Collecting Hammer,MAD Lions,top,KOI
11,Colossal Mace,MAD Lions,top,KOI
0,Conquering Staff,MAD Lions,top,KOI
0,Crown of the Dwarf King,MAD Lions,top,KOI
0,Dance of Death,MAD Lions,top,KOI
0,Death Helper,MAD Lions,top,KOI
0,Demon Claws,MAD Lions,top,KOI
0,Divine Ascent,MAD Lions,top,KOI
0,Divine Impetu,MAD Lions,top,KOI
0,Elemental Discharge,MAD Lions,top,KOI
17,Equivalent Totem,MAD Lions,top,KOI
16,Fast Furious Blade,MAD Lions,top,KOI
0,Final Asteroid,MAD Lions,top,KOI
3,Guardian Totem,MAD Lions,top,KOI
0,Hawk's Eye,MAD Lions,top,KOI
0,Heavenly Vision,MAD Lions,top,KOI
0,Holy Sword,MAD Lions,top,KOI
0,Huntress of Souls,MAD Lions,top,KOI
14,Immortal Breastplate,MAD Lions,top,KOI
0,Imperious Gauntlet,MAD Lions,top,KOI
6,Incapacitor,MAD Lions,top,KOI
0,Legend Aura,MAD Lions,top,KOI
11,Magnetic Disintegrator,MAD Lions,top,KOI
0,Meteorites,MAD Lions,top,KOI
20,Obsidian Battle Plate,MAD Lions,top,KOI
0,Omnipresent Amulet,MAD Lions,top,KOI
0,Omnipresent Spirit,MAD Lions,top,KOI
0,Perfect Scythe,MAD Lions,top,KOI
0,Precise Hammer,MAD Lions,top,KOI
0,Rampage Momentum,MAD Lions,top,KOI
10,Rock Tomb,MAD Lions,top,KOI
20,Sacred Help,MAD Lions,top,KOI
0,Savage Looter,MAD Lions,top,KOI
15,Scythe,MAD Lions,top,KOI
0,Secret Scroll,MAD Lions,top,KOI
6,Sharp Blade,MAD Lions,top,KOI
0,Siege Mace,MAD Lions,top,KOI
0,Soul Hunter,MAD Lions,top,KOI
0,Spirit of the Squire,MAD Lions,top,KOI
0,Spirit of the Warrior,MAD Lions,top,KOI
0,Staff of Conquered Worlds,MAD Lions,top,KOI
0,Steel Aura,MAD Lions,top,KOI
0,Swords of Darkness,MAD Lions,top,KOI
0,The Puppeteer,MAD Lions,top,KOI
0,The Stalker,MAD Lions,top,KOI
0,The Visionary,MAD Lions,top,KOI
0,Thirsty Dagger,MAD Lions,top,KOI
0,Thirsty Scythes,MAD Lions,top,KOI
0,Treasurer's Wisdom,MAD Lions,top,KOI
0,Trimeteor,MAD Lions,top,KOI
0,Unstoppable Lightning,MAD Lions,top,KOI
0,Versatil Saber,MAD Lions,top,KOI
3,Wild Claw,MAD Lions,top,KOI
0,Wild Spirit,MAD Lions,top,KOI
0,Arcane Adrenaline,MAD Lions,jungle,KOI
0,Arcane Explosive,MAD Lions,jungle,KOI
18,Beast Hunter,MAD Lions,jungle,KOI
0,Being of Light,MAD Lions,jungle,KOI
0,Berseker Ax,MAD Lions,jungle,KOI
18,Collecting Hammer,MAD Lions,jungle,KOI
0,Colossal Mace,MAD Lions,jungle,KOI
24,Conquering Staff,MAD Lions,jungle,KOI
0,Crown of the Dwarf King,MAD Lions,jungle,KOI
0,Dance of Death,MAD Lions,jungle,KOI
0,Death Helper,MAD Lions,jungle,KOI
0,Demon Claws,MAD Lions,jungle,KOI
0,Divine Ascent,MAD Lions,jungle,KOI
11,Divine Impetu,MAD Lions,jungle,KOI
18,Elemental Discharge,MAD Lions,jungle,KOI
15,Equivalent Totem,MAD Lions,jungle,KOI
0,Fast Furious Blade,MAD Lions,jungle,KOI
0,Final Asteroid,MAD Lions,jungle,KOI
8,Guardian Totem,MAD Lions,jungle,KOI
8,Hawk's Eye,MAD Lions,jungle,KOI
0,Heavenly Vision,MAD Lions,jungle,KOI
0,Holy Sword,MAD Lions,jungle,KOI
0,Huntress of Souls,MAD Lions,jungle,KOI
14,Immortal Breastplate,MAD Lions,jungle,KOI
0,Imperious Gauntlet,MAD Lions,jungle,KOI
15,Incapacitor,MAD Lions,jungle,KOI
0,Legend Aura,MAD Lions,jungle,KOI
0,Magnetic Disintegrator,MAD Lions,jungle,KOI
0,Meteorites,MAD Lions,jungle,KOI
20,Obsidian Battle Plate,MAD Lions,jungle,KOI
11,Omnipresent Amulet,MAD Lions,jungle,KOI
18,Omnipresent Spirit,MAD Lions,jungle,KOI
0,Perfect Scythe,MAD Lions,jungle,KOI
0,Precise Hammer,MAD Lions,jungle,KOI
0,Rampage Momentum,MAD Lions,jungle,KOI
10,Rock Tomb,MAD Lions,jungle,KOI
0,Sacred Help,MAD Lions,jungle,KOI
20,Savage Looter,MAD Lions,jungle,KOI
9,Scythe,MAD Lions,jungle,KOI
0,Secret Scroll,MAD Lions,jungle,KOI
6,Sharp Blade,MAD Lions,jungle,KOI
0,Siege Mace,MAD Lions,jungle,KOI
0,Soul Hunter,MAD Lions,jungle,KOI
9,Spirit of the Squire,MAD Lions,jungle,KOI
0,Spirit of the Warrior,MAD Lions,jungle,KOI
11,Staff of Conquered Worlds,MAD Lions,jungle,KOI
18,Steel Aura,MAD Lions,jungle,KOI
0,Swords of Darkness,MAD Lions,jungle,KOI
0,The Puppeteer,MAD Lions,jungle,KOI
0,The Stalker,MAD Lions,jungle,KOI
0,The Visionary,MAD Lions,jungle,KOI
0,Thirsty Dagger,MAD Lions,jungle,KOI
0,Thirsty Scythes,MAD Lions,jungle,KOI
0,Treasurer's Wisdom,MAD Lions,jungle,KOI
0,Trimeteor,MAD Lions,jungle,KOI
0,Unstoppable Lightning,MAD Lions,jungle,KOI
11,Versatil Saber,MAD Lions,jungle,KOI
15,Wild Claw,MAD Lions,jungle,KOI
0,Wild Spirit,MAD Lions,jungle,KOI
0,Arcane Adrenaline,MAD Lions,mid,KOI
12,Arcane Explosive,MAD Lions,mid,KOI
0,Beast Hunter,MAD Lions,mid,KOI
0,Being of Light,MAD Lions,mid,KOI
0,Berseker Ax,MAD Lions,mid,KOI
6,Collecting Hammer,MAD Lions,mid,KOI
0,Colossal Mace,MAD Lions,mid,KOI
0,Conquering Staff,MAD Lions,mid,KOI
0,Crown of the Dwarf King,MAD Lions,mid,KOI
0,Dance of Death,MAD Lions,mid,KOI
0,Death Helper,MAD Lions,mid,KOI
0,Demon Claws,MAD Lions,mid,KOI
0,Divine Ascent,MAD Lions,mid,KOI
11,Divine Impetu,MAD Lions,mid,KOI
0,Elemental Discharge,MAD Lions,mid,KOI
17,Equivalent Totem,MAD Lions,mid,KOI
16,Fast Furious Blade,MAD Lions,mid,KOI
0,Final Asteroid,MAD Lions,mid,KOI
3,Guardian Totem,MAD Lions,mid,KOI
0,Hawk's Eye,MAD Lions,mid,KOI
0,Heavenly Vision,MAD Lions,mid,KOI
0,Holy Sword,MAD Lions,mid,KOI
0,Huntress of Souls,MAD Lions,mid,KOI
0,Immortal Breastplate,MAD Lions,mid,KOI
0,Imperious Gauntlet,MAD Lions,mid,KOI
0,Incapacitor,MAD Lions,mid,KOI
0,Legend Aura,MAD Lions,mid,KOI
0,Magnetic Disintegrator,MAD Lions,mid,KOI
0,Meteorites,MAD Lions,mid,KOI
20,Obsidian Battle Plate,MAD Lions,mid,KOI
11,Omnipresent Amulet,MAD Lions,mid,KOI
18,Omnipresent Spirit,MAD Lions,mid,KOI
0,Perfect Scythe,MAD Lions,mid,KOI
0,Precise Hammer,MAD Lions,mid,KOI
0,Rampage Momentum,MAD Lions,mid,KOI
0,Rock Tomb,MAD Lions,mid,KOI
0,Sacred Help,MAD Lions,mid,KOI
0,Savage Looter,MAD Lions,mid,KOI
15,Scythe,MAD Lions,mid,KOI
0,Secret Scroll,MAD Lions,mid,KOI
6,Sharp Blade,MAD Lions,mid,KOI
0,Siege Mace,MAD Lions,mid,KOI
15,Soul Hunter,MAD Lions,mid,KOI
9,Spirit of the Squire,MAD Lions,mid,KOI
0,Spirit of the Warrior,MAD Lions,mid,KOI
0,Staff of Conquered Worlds,MAD Lions,mid,KOI
0,Steel Aura,MAD Lions,mid,KOI
0,Swords of Darkness,MAD Lions,mid,KOI
0,The Puppeteer,MAD Lions,mid,KOI
0,The Stalker,MAD Lions,mid,KOI
0,The Visionary,MAD Lions,mid,KOI
0,Thirsty Dagger,MAD Lions,mid,KOI
0,Thirsty Scythes,MAD Lions,mid,KOI
17,Treasurer's Wisdom,MAD Lions,mid,KOI
0,Trimeteor,MAD Lions,mid,KOI
0,Unstoppable Lightning,MAD Lions,mid,KOI
11,Versatil Saber,MAD Lions,mid,KOI
2,Wild Claw,MAD Lions,mid,KOI
0,Wild Spirit,MAD Lions,mid,KOI
0,Arcane Adrenaline,MAD Lions,bot,KOI
12,Arcane Explosive,MAD Lions,bot,KOI
0,Beast Hunter,MAD Lions,bot,KOI
0,Being of Light,MAD Lions,bot,KOI
14,Berseker Ax,MAD Lions,bot,KOI
30,Collecting Hammer,MAD Lions,bot,KOI
0,Colossal Mace,MAD Lions,bot,KOI
0,Conquering Staff,MAD Lions,bot,KOI
13,Crown of the Dwarf King,MAD Lions,bot,KOI
0,Dance of Death,MAD Lions,bot,KOI
0,Death Helper,MAD Lions,bot,KOI
0,Demon Claws,MAD Lions,bot,KOI
0,Divine Ascent,MAD Lions,bot,KOI
0,Divine Impetu,MAD Lions,bot,KOI
0,Elemental Discharge,MAD Lions,bot,KOI
15,Equivalent Totem,MAD Lions,bot,KOI
0,Fast Furious Blade,MAD Lions,bot,KOI
0,Final Asteroid,MAD Lions,bot,KOI
5,Guardian Totem,MAD Lions,bot,KOI
0,Hawk's Eye,MAD Lions,bot,KOI
0,Heavenly Vision,MAD Lions,bot,KOI
10,Holy Sword,MAD Lions,bot,KOI
0,Huntress of Souls,MAD Lions,bot,KOI
0,Immortal Breastplate,MAD Lions,bot,KOI
30,Imperious Gauntlet,MAD Lions,bot,KOI
6,Incapacitor,MAD Lions,bot,KOI
0,Legend Aura,MAD Lions,bot,KOI
0,Magnetic Disintegrator,MAD Lions,bot,KOI
0,Meteorites,MAD Lions,bot,KOI
20,Obsidian Battle Plate,MAD Lions,bot,KOI
0,Omnipresent Amulet,MAD Lions,bot,KOI
0,Omnipresent Spirit,MAD Lions,bot,KOI
15,Perfect Scythe,MAD Lions,bot,KOI
18,Precise Hammer,MAD Lions,bot,KOI
0,Rampage Momentum,MAD Lions,bot,KOI
10,Rock Tomb,MAD Lions,bot,KOI
0,Sacred Help,MAD Lions,bot,KOI
0,Savage Looter,MAD Lions,bot,KOI
14,Scythe,MAD Lions,bot,KOI
0,Secret Scroll,MAD Lions,bot,KOI
9,Sharp Blade,MAD Lions,bot,KOI
16,Siege Mace,MAD Lions,bot,KOI
0,Soul Hunter,MAD Lions,bot,KOI
6,Spirit of the Squire,MAD Lions,bot,KOI
16,Spirit of the Warrior,MAD Lions,bot,KOI
0,Staff of Conquered Worlds,MAD Lions,bot,KOI
0,Steel Aura,MAD Lions,bot,KOI
0,Swords of Darkness,MAD Lions,bot,KOI
0,The Puppeteer,MAD Lions,bot,KOI
0,The Stalker,MAD Lions,bot,KOI
0,The Visionary,MAD Lions,bot,KOI
0,Thirsty Dagger,MAD Lions,bot,KOI
0,Thirsty Scythes,MAD Lions,bot,KOI
17,Treasurer's Wisdom,MAD Lions,bot,KOI
0,Trimeteor,MAD Lions,bot,KOI
0,Unstoppable Lightning,MAD Lions,bot,KOI
11,Versatil Saber,MAD Lions,bot,KOI
1,Wild Claw,MAD Lions,bot,KOI
0,Wild Spirit,MAD Lions,bot,KOI
0,Arcane Adrenaline,MAD Lions,support,KOI
0,Arcane Explosive,MAD Lions,support,KOI
0,Beast Hunter,MAD Lions,support,KOI
0,Being of Light,MAD Lions,support,KOI
0,Berseker Ax,MAD Lions,support,KOI
12,Collecting Hammer,MAD Lions,support,KOI
0,Colossal Mace,MAD Lions,support,KOI
24,Conquering Staff,MAD Lions,support,KOI
0,Crown of the Dwarf King,MAD Lions,support,KOI
0,Dance of Death,MAD Lions,support,KOI
0,Death Helper,MAD Lions,support,KOI
0,Demon Claws,MAD Lions,support,KOI
0,Divine Ascent,MAD Lions,support,KOI
0,Divine Impetu,MAD Lions,support,KOI
0,Elemental Discharge,MAD Lions,support,KOI
11,Equivalent Totem,MAD Lions,support,KOI
0,Fast Furious Blade,MAD Lions,support,KOI
0,Final Asteroid,MAD Lions,support,KOI
19,Guardian Totem,MAD Lions,support,KOI
8,Hawk's Eye,MAD Lions,support,KOI
22,Heavenly Vision,MAD Lions,support,KOI
0,Holy Sword,MAD Lions,support,KOI
0,Huntress of Souls,MAD Lions,support,KOI
0,Immortal Breastplate,MAD Lions,support,KOI
0,Imperious Gauntlet,MAD Lions,support,KOI
15,Incapacitor,MAD Lions,support,KOI
0,Legend Aura,MAD Lions,support,KOI
11,Magnetic Disintegrator,MAD Lions,support,KOI
0,Meteorites,MAD Lions,support,KOI
20,Obsidian Battle Plate,MAD Lions,support,KOI
0,Omnipresent Amulet,MAD Lions,support,KOI
0,Omnipresent Spirit,MAD Lions,support,KOI
0,Perfect Scythe,MAD Lions,support,KOI
0,Precise Hammer,MAD Lions,support,KOI
0,Rampage Momentum,MAD Lions,support,KOI
0,Rock Tomb,MAD Lions,support,KOI
0,Sacred Help,MAD Lions,support,KOI
0,Savage Looter,MAD Lions,support,KOI
1,Scythe,MAD Lions,support,KOI
0,Secret Scroll,MAD Lions,support,KOI
6,Sharp Blade,MAD Lions,support,KOI
0,Siege Mace,MAD Lions,support,KOI
0,Soul Hunter,MAD Lions,support,KOI
6,Spirit of the Squire,MAD Lions,support,KOI
0,Spirit of the Warrior,MAD Lions,support,KOI
0,Staff of Conquered Worlds,MAD Lions,support,KOI
0,Steel Aura,MAD Lions,support,KOI
0,Swords of Darkness,MAD Lions,support,KOI
20,The Puppeteer,MAD Lions,support,KOI
16,The Stalker,MAD Lions,support,KOI
18,The Visionary,MAD Lions,support,KOI
15,Thirsty Dagger,MAD Lions,support,KOI
0,Thirsty Scythes,MAD Lions,support,KOI
0,Treasurer's Wisdom,MAD Lions,support,KOI
0,Trimeteor,MAD Lions,support,KOI
0,Unstoppable Lightning,MAD Lions,support,KOI
11,Versatil Saber,MAD Lions,support,KOI
0,Wild Claw,MAD Lions,support,KOI
0,Wild Spirit,MAD Lions,support,KOI
20,Baron' s Mask,MAD Lions,coach,KOI
26,Big Worm Hunter,MAD Lions,coach,KOI
22,Conquest Hammer,MAD Lions,coach,KOI
22,Destroyer Hammer,MAD Lions,coach,KOI
25,Elemental Dragon Soul,MAD Lions,coach,KOI
16,Eye of the Void,MAD Lions,coach,KOI
8,First Line,MAD Lions,coach,KOI
23,Golden Force,MAD Lions,coach,KOI
0,Killer Momentum,MAD Lions,coach,KOI
12,Light Swords,MAD Lions,coach,KOI
20,Magic Scales,MAD Lions,coach,KOI
17,Royal Protector,MAD Lions,coach,KOI
20,Scale Tearer,MAD Lions,coach,KOI
24,Seal of Desecration,MAD Lions,coach,KOI
20,Spirit of the Rift,MAD Lions,coach,KOI
15,Underworld Guardian,MAD Lions,coach,KOI
0,Arcane Adrenaline,Excel Esports,top,Fnatic
0,Arcane Explosive,Excel Esports,top,Fnatic
0,Beast Hunter,Excel Esports,top,Fnatic
0,Being of Light,Excel Esports,top,Fnatic
14,Berseker Ax,Excel Esports,top,Fnatic
12,Collecting Hammer,Excel Esports,top,Fnatic
0,Colossal Mace,Excel Esports,top,Fnatic
0,Conquering Staff,Excel Esports,top,Fnatic
0,Crown of the Dwarf King,Excel Esports,top,Fnatic
0,Dance of Death,Excel Esports,top,Fnatic
0,Death Helper,Excel Esports,top,Fnatic
0,Demon Claws,Excel Esports,top,Fnatic
25,Divine Ascent,Excel Esports,top,Fnatic
0,Divine Impetu,Excel Esports,top,Fnatic
0,Elemental Discharge,Excel Esports,top,Fnatic
18,Equivalent Totem,Excel Esports,top,Fnatic
0,Fast Furious Blade,Excel Esports,top,Fnatic
0,Final Asteroid,Excel Esports,top,Fnatic
4,Guardian Totem,Excel Esports,top,Fnatic
0,Hawk's Eye,Excel Esports,top,Fnatic
0,Heavenly Vision,Excel Esports,top,Fnatic
0,Holy Sword,Excel Esports,top,Fnatic
0,Huntress of Souls,Excel Esports,top,Fnatic
0,Immortal Breastplate,Excel Esports,top,Fnatic
30,Imperious Gauntlet,Excel Esports,top,Fnatic
6,Incapacitor,Excel Esports,top,Fnatic
0,Legend Aura,Excel Esports,top,Fnatic
0,Magnetic Disintegrator,Excel Esports,top,Fnatic
0,Meteorites,Excel Esports,top,Fnatic
20,Obsidian Battle Plate,Excel Esports,top,Fnatic
0,Omnipresent Amulet,Excel Esports,top,Fnatic
0,Omnipresent Spirit,Excel Esports,top,Fnatic
0,Perfect Scythe,Excel Esports,top,Fnatic
18,Precise Hammer,Excel Esports,top,Fnatic
0,Rampage Momentum,Excel Esports,top,Fnatic
0,Rock Tomb,Excel Esports,top,Fnatic
20,Sacred Help,Excel Esports,top,Fnatic
20,Savage Looter,Excel Esports,top,Fnatic
17,Scythe,Excel Esports,top,Fnatic
0,Secret Scroll,Excel Esports,top,Fnatic
9,Sharp Blade,Excel Esports,top,Fnatic
0,Siege Mace,Excel Esports,top,Fnatic
0,Soul Hunter,Excel Esports,top,Fnatic
3,Spirit of the Squire,Excel Esports,top,Fnatic
0,Spirit of the Warrior,Excel Esports,top,Fnatic
0,Staff of Conquered Worlds,Excel Esports,top,Fnatic
18,Steel Aura,Excel Esports,top,Fnatic
0,Swords of Darkness,Excel Esports,top,Fnatic
0,The Puppeteer,Excel Esports,top,Fnatic
0,The Stalker,Excel Esports,top,Fnatic
0,The Visionary,Excel Esports,top,Fnatic
0,Thirsty Dagger,Excel Esports,top,Fnatic
0,Thirsty Scythes,Excel Esports,top,Fnatic
17,Treasurer's Wisdom,Excel Esports,top,Fnatic
0,Trimeteor,Excel Esports,top,Fnatic
0,Unstoppable Lightning,Excel Esports,top,Fnatic
0,Versatil Saber,Excel Esports,top,Fnatic
2,Wild Claw,Excel Esports,top,Fnatic
0,Wild Spirit,Excel Esports,top,Fnatic
0,Arcane Adrenaline,Excel Esports,jungle,Fnatic
0,Arcane Explosive,Excel Esports,jungle,Fnatic
18,Beast Hunter,Excel Esports,jungle,Fnatic
0,Being of Light,Excel Esports,jungle,Fnatic
0,Berseker Ax,Excel Esports,jungle,Fnatic
12,Collecting Hammer,Excel Esports,jungle,Fnatic
0,Colossal Mace,Excel Esports,jungle,Fnatic
0,Conquering Staff,Excel Esports,jungle,Fnatic
0,Crown of the Dwarf King,Excel Esports,jungle,Fnatic
0,Dance of Death,Excel Esports,jungle,Fnatic
0,Death Helper,Excel Esports,jungle,Fnatic
0,Demon Claws,Excel Esports,jungle,Fnatic
0,Divine Ascent,Excel Esports,jungle,Fnatic
0,Divine Impetu,Excel Esports,jungle,Fnatic
18,Elemental Discharge,Excel Esports,jungle,Fnatic
16,Equivalent Totem,Excel Esports,jungle,Fnatic
0,Fast Furious Blade,Excel Esports,jungle,Fnatic
0,Final Asteroid,Excel Esports,jungle,Fnatic
4,Guardian Totem,Excel Esports,jungle,Fnatic
0,Hawk's Eye,Excel Esports,jungle,Fnatic
0,Heavenly Vision,Excel Esports,jungle,Fnatic
0,Holy Sword,Excel Esports,jungle,Fnatic
0,Huntress of Souls,Excel Esports,jungle,Fnatic
0,Immortal Breastplate,Excel Esports,jungle,Fnatic
0,Imperious Gauntlet,Excel Esports,jungle,Fnatic
12,Incapacitor,Excel Esports,jungle,Fnatic
0,Legend Aura,Excel Esports,jungle,Fnatic
